nome_munic;codigo_ibge;dia;mes;datahora;casos;casos_novos;casos_pc;casos_mm7d;obitos;obitos_novos;obitos_pc;obitos_mm7d;letalidade;nome_ra;cod_ra;nome_drs;cod_drs;pop;pop_60;area;map_leg;map_leg_s;latitude;longitude
Nova Granada;3533007;11;5;2020-05-11;    5;   0;  23,9028588;   2,0000000;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   20918;   3464;  5318;<10;7;-20.5321;-49.3123
Nova Guataporanga;3533106;11;5;2020-05-11;    1;   0;  45,6412597;   1,8571429;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de Presidente Prudente; 9;Presidente Prudente; 2;    2191;    507;  3416;<10;7;-21.332;-51.6447
Nova Odessa;3533403;11;5;2020-05-11;   10;   0;  17,2297938;   3,0000000;   2;  0; 3,44595875;  0,2857143;0,200000000;RA de Campinas; 4;Campinas; 3;   58039;   8753;  7379;<25;6;-22.7832;-47.2941
Novo Horizonte;3533502;11;5;2020-05-11;    8;   0;  20,5370437;   4,0000000;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   38954;   6952; 93174;<10;7;-21.4651;-49.2234
Olímpia;3533908;11;5;2020-05-11;    9;   0;  17,1376342;   5,0000000;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Barretos; 2;Barretos;16;   52516;   9595; 80256;<10;7;-20.7366;-48.9106
Orlândia;3534302;11;5;2020-05-11;    4;   0;   9,4638717;   5,4285714;   1;  0; 2,36596792;  0,4285714;0,250000000;RA de Franca; 6;Franca; 4;   42266;   6797; 29177;<10;7;-20.7169;-47.8852
Osasco;3534401;11;5;2020-05-11; 1287;  30; 188,9967752; 189,1428571; 154;  1;22,61499874; 22,4285714;0,119658120;RM de São Paulo;10;Grande São Paulo;10;  680964;  93147;  6495;>150;1;-23.5324;-46.7916
Osvaldo Cruz;3534609;11;5;2020-05-11;    1;   0;   3,1986694; 188,5714286;   0;  0; 0,00000000; 22,4285714;0,000000000;RA de Presidente Prudente; 9;Marília; 5;   31263;   6674; 24804;<10;7;-21.7968;-50.8793
Ourinhos;3534708;11;5;2020-05-11;   22;   0;  19,9114844; 191,5714286;   3;  0; 2,71520242; 22,8571429;0,136363636;RA de Marília; 8;Marília; 5;  110489;  18745; 29582;<25;6;-22.9797;-49.8697
Pacaembu;3534906;11;5;2020-05-11;    1;   0;   7,6593137; 190,2857143;   1;  0; 7,65931373; 22,7142857;1,000000000;RA de Presidente Prudente; 9;Marília; 5;   13056;   2434; 33938;<10;7;-21.5627;-51.2654
Palmital;3535309;11;5;2020-05-11;    1;   0;   4,6298440; 189,2857143;   0;  0; 0,00000000; 22,7142857;0,000000000;RA de Marília; 8;Marília; 5;   21599;   4425; 54841;<10;7;-22.7858;-50.218
Paraibuna;3535606;11;5;2020-05-11;    1;   0;   5,4854635; 188,1428571;   0;  0; 0,00000000; 22,7142857;0,000000000;RA de São José dos Campos;15;Taubaté;17;   18230;   3013; 80958;<10;7;-23.3872;-45.6639
Paranapanema;3535804;11;5;2020-05-11;    3;   0;  15,0285543; 188,0000000;   0;  0; 0,00000000; 22,5714286;0,000000000;RA de Itapeva; 7;Bauru;12;   19962;   2683;101872;<10;7;-23.3862;-48.7214
Pariquera-Açu;3536208;11;5;2020-05-11;   55;   1; 285,6994442;  12,0000000;   1;  0; 5,19453535;  0,7142857;0,018181818;RA de Registro;16;Registro; 9;   19251;   2926; 35941;<75;4;-24.7147;-47.8742
Parisi;3536257;11;5;2020-05-11;    1;   0;  48,6854917;  12,0000000;   0;  0; 0,00000000;  0,7142857;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;    2054;    458;  8474;<10;7;-20.3034;-50.0163
Patrocínio Paulista;3536307;11;5;2020-05-11;    2;   0;  13,8283897;   9,1428571;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Franca; 6;Franca; 4;   14463;   2222; 60285;<10;7;-20.6384;-47.2801
Paulínia;3536505;11;5;2020-05-11;   31;   0;  29,5134096;  13,4285714;   1;  0; 0,95204547;  0,2857143;0,032258065;RA de Campinas; 4;Campinas; 3;  105037;  12690; 13878;<50;5;-22.7542;-47.1488
Paulistânia;3536570;11;5;2020-05-11;    2;   0; 113,0582250;  13,5714286;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Bauru; 3;Bauru;12;    1769;    326; 25618;<10;7;-22.5768;-49.4008
Pederneiras;3536703;11;5;2020-05-11;    2;   0;   4,3888523;  13,7142857;   1;  0; 2,19442616;  0,4285714;0,500000000;RA de Bauru; 3;Bauru;12;   45570;   6644; 72874;<10;7;-22.3511;-48.7781
Pedra Bela;3536802;11;5;2020-05-11;    2;   0;  33,5345406;  13,5714286;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Campinas; 4;Campinas; 3;    5964;   1147; 15859;<10;7;-22.7902;-46.4455
Pedreira;3537107;11;5;2020-05-11;    2;   1;   4,2966400;   6,0000000;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Campinas; 4;Campinas; 3;   46548;   7069; 10882;<10;7;-22.7413;-46.8948
Pedrinhas Paulista;3537156;11;5;2020-05-11;    3;   0;  99,6677741;   6,2857143;   1;  0;33,22259136;  0,4285714;0,333333333;RA de Marília; 8;Marília; 5;    3010;    581; 15231;<10;7;-22.8174;-50.7933
Pedro de Toledo;3537206;11;5;2020-05-11;    3;   0;  27,3298715;   6,4285714;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Registro;16;Registro; 9;   10977;   1813; 67044;<10;7;-24.2764;-47.2354
Penápolis;3537305;11;5;2020-05-11;    7;   0;  11,5180834;   3,0000000;   3;  0; 4,93632145;  0,7142857;0,428571429;RA de Araçatuba; 1;Araçatuba; 7;   60774;  11490; 71132;<10;7;-21.4148;-50.0769
Pereira Barreto;3537404;11;5;2020-05-11;    3;   0;  11,8152101;   3,1428571;   1;  0; 3,93840337;  0,8571429;0,333333333;RA de Araçatuba; 1;Araçatuba; 7;   25391;   4495; 97425;<10;7;-20.6368;-51.1123
Peruíbe;3537602;11;5;2020-05-11;   33;   2;  49,8481896;   7,5714286;   4;  1; 6,04220480;  1,2857143;0,121212121;RA de Santos;12;Baixada Santista;13;   66201;  11193; 32622;<50;5;-24.312;-47.0012
Piedade;3537800;11;5;2020-05-11;   40;   1;  74,7160789;  13,0000000;   1;  0; 1,86790197;  1,4285714;0,025000000;RA de Sorocaba;13;Sorocaba; 6;   53536;   8755; 74687;<50;5;-23.7139;-47.4256
Pilar do Sul;3537909;11;5;2020-05-11;   10;   0;  35,4346054;  14,1428571;   0;  0; 0,00000000;  1,4285714;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   28221;   4259; 68125;<25;6;-23.8077;-47.7222
Pindamonhangaba;3538006;11;5;2020-05-11;   21;   0;  12,8353228;  16,7142857;   1;  0; 0,61120585;  1,4285714;0,047619048;RA de São José dos Campos;15;Taubaté;17;  163611;  23934;   730;<25;6;-22.9246;-45.4613
Pindorama;3538105;11;5;2020-05-11;    6;   0;  36,9117195;  17,1428571;   0;  0; 0,00000000;  1,4285714;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   16255;   2914; 18483;<10;7;-21.1853;-48.9086
Pinhalzinho;3538204;11;5;2020-05-11;    1;   0;   6,7773636;  16,2857143;   0;  0; 0,00000000;  1,0000000;0,000000000;RA de Campinas; 4;Campinas; 3;   14755;   2867; 15453;<10;7;-22.7811;-46.5897
Piquerobi;3538303;11;5;2020-05-11;    3;   0;  84,8656294;  16,2857143;   0;  0; 0,00000000;  0,8571429;0,000000000;RA de Presidente Prudente; 9;Presidente Prudente; 2;    3535;    686; 48277;<10;7;-21.8747;-51.7282
Piracaia;3538600;11;5;2020-05-11;    7;   0;  26,6291323;  12,5714286;   1;  0; 3,80416175;  0,4285714;0,142857143;RA de Campinas; 4;Campinas; 3;   26287;   4407; 38557;<10;7;-23.0525;-46.3594
Piracicaba;3538709;11;5;2020-05-11;  159;   1;  40,7825112;  29,5714286;  13;  0; 3,33441916;  2,1428571;0,081761006;RA de Campinas; 4;Piracicaba;11;  389873;  64835;137807;>150;1;-22.7338;-47.6476
Piraju;3538808;11;5;2020-05-11;   23;   0;  80,4927557;  31,4285714;   2;  0; 6,99937006;  2,4285714;0,086956522;RA de Itapeva; 7;Bauru;12;   28574;   5424; 50459;<25;6;-23.1981;-49.3803
Pirajuí;3538907;11;5;2020-05-11;    3;   0;  12,8982329;  28,8571429;   0;  0; 0,00000000;  2,2857143;0,000000000;RA de Bauru; 3;Bauru;12;   23259;   3878; 82376;<10;7;-21.999;-49.4608
Pirapora do Bom Jesus;3539103;11;5;2020-05-11;   22;   0; 116,7046841;  31,1428571;   0;  0; 0,00000000;  2,2857143;0,000000000;RM de São Paulo;10;Grande São Paulo;10;   18851;   1853; 10849;<25;6;-23.3965;-46.9991
Pirapozinho;3539202;11;5;2020-05-11;    1;   0;   3,6747143;  31,1428571;   0;  0; 0,00000000;  2,2857143;0,000000000;RA de Presidente Prudente; 9;Presidente Prudente; 2;   27213;   4312; 47767;<10;7;-22.2711;-51.4976
Pirassununga;3539301;11;5;2020-05-11;   34;   0;  46,1292161;  35,5714286;   0;  0; 0,00000000;  2,2857143;0,000000000;RA de Campinas; 4;Piracicaba;11;   73706;  13461; 72712;<50;5;-21.996;-47.4257
Piratininga;3539400;11;5;2020-05-11;   10;   0;  75,6830394;  36,0000000;   0;  0; 0,00000000;  2,1428571;0,000000000;RA de Bauru; 3;Bauru;12;   13213;   2371; 40241;<25;6;-22.4142;-49.1339
Pitangueiras;3539509;11;5;2020-05-11;    1;   0;   2,5917479;  13,4285714;   1;  0; 2,59174787;  0,4285714;1,000000000;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   38584;   4770; 43064;<10;7;-21.0132;-48.221
Poá;3539806;11;5;2020-05-11;   96;   2;  83,0895463;  23,8571429;  14;  0;12,11722550;  2,1428571;0,145833333;RM de São Paulo;10;Grande São Paulo;10;  115538;  15261;  1726;<100;3;-23.5333;-46.3473
Poloni;3539905;11;5;2020-05-11;    1;   0;  17,6460208;  23,5714286;   0;  0; 0,00000000;  2,1428571;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;    5667;   1140; 13512;<10;7;-20.7829;-49.8258
Pontal;3540200;11;5;2020-05-11;    6;   0;  12,1745835;  21,2857143;   1;  0; 2,02909725;  2,2857143;0,166666667;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   49283;   4583; 35637;<10;7;-21.0216;-48.0423
Populina;3540408;11;5;2020-05-11;    4;   0; 100,1251564;  21,7142857;   0;  0; 0,00000000;  2,2857143;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;    3995;    926; 31594;<10;7;-19.9453;-50.538
Porangaba;3540507;11;5;2020-05-11;    1;   0;  10,7411386;  17,0000000;   0;  0; 0,00000000;  2,2857143;0,000000000;RA de Sorocaba;13;Bauru;12;    9310;   1838; 26569;<10;7;-23.1761;-48.1195
Porto Feliz;3540606;11;5;2020-05-11;   15;   0;  29,0152233;  17,7142857;   0;  0; 0,00000000;  2,2857143;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   51697;   8064; 55671;<25;6;-23.2093;-47.5251
Porto Ferreira;3540705;11;5;2020-05-11;    3;   0;   5,5450815;  18,0000000;   1;  0; 1,84836050;  2,2857143;0,333333333;RA Central; 5;Araraquara; 8;   54102;   8977; 24491;<10;7;-21.8498;-47.487
Pracinha;3540853;11;5;2020-05-11;    2;   0;  68,6577412;   4,5714286;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Presidente Prudente; 9;Marília; 5;    2913;    291;  6305;<10;7;-21.8496;-51.0868
Pradópolis;3540903;11;5;2020-05-11;    1;   0;   4,7830870;   4,5714286;   1;  0; 4,78308700;  0,4285714;1,000000000;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   20907;   2717; 16738;<10;7;-21.3626;-48.0679
Praia Grande;3541000;11;5;2020-05-11;  241;   5;  76,0626681;  38,1428571;  38;  0;11,99328376;  5,7142857;0,157676349;RA de Santos;12;Baixada Santista;13;  316844;  47218; 14925;>150;1;-24.0084;-46.4121
Pratânia;3541059;11;5;2020-05-11;    3;   0;  58,1846393;  38,0000000;   0;  0; 0,00000000;  5,7142857;0,000000000;RA de Sorocaba;13;Bauru;12;    5156;    629;  1751;<10;7;-22.8112;-48.6636
Presidente Alves;3541109;11;5;2020-05-11;    3;   0;  74,6268657;  38,2857143;   0;  0; 0,00000000;  5,7142857;0,000000000;RA de Bauru; 3;Bauru;12;    4020;    775; 28664;<10;7;-22.0999;-49.4381
Presidente Bernardes;3541208;11;5;2020-05-11;    2;   0;  14,5772595;  36,4285714;   0;  0; 0,00000000;  5,7142857;0,000000000;RA de Presidente Prudente; 9;Presidente Prudente; 2;   13720;   2965; 74923;<10;7;-22.0082;-51.5565
Presidente Epitácio;3541307;11;5;2020-05-11;    3;   0;   7,0754717;  36,4285714;   1;  0; 2,35849057;  5,7142857;0,333333333;RA de Presidente Prudente; 9;Presidente Prudente; 2;   42400;   6951;126028;<10;7;-21.7651;-52.1111
Presidente Prudente;3541406;11;5;2020-05-11;   59;   0;  26,6880171;  44,5714286;   4;  0; 1,80935709;  6,2857143;0,067796610;RA de Presidente Prudente; 9;Presidente Prudente; 2;  221073;  39118; 56064;<75;4;-22.1207;-51.3925
Presidente Venceslau;3541505;11;5;2020-05-11;   22;   0;  57,8871201;  47,5714286;   6;  0;15,78739640;  7,0000000;0,272727273;RA de Presidente Prudente; 9;Presidente Prudente; 2;   38005;   7295;  7552;<25;6;-21.8732;-51.8447
Promissão;3541604;11;5;2020-05-11;    4;   0;  10,0839489;  13,7142857;   0;  0; 0,00000000;  1,5714286;0,000000000;RA de Bauru; 3;Bauru;12;   39667;   6149;  7792;<10;7;-21.5356;-49.8599
Quatá;3541703;11;5;2020-05-11;    8;   0;  57,4094008;  14,4285714;   2;  0;14,35235020;  1,8571429;0,250000000;RA de Marília; 8;Presidente Prudente; 2;   13935;   2058; 65134;<10;7;-22.2456;-50.6966
Quintana;3542008;11;5;2020-05-11;    3;   0;  46,1538462;  14,4285714;   0;  0; 0,00000000;  1,8571429;0,000000000;RA de Marília; 8;Marília; 5;    6500;   1157; 31894;<10;7;-22.0692;-50.307
Rancharia;3542206;11;5;2020-05-11;    3;   0;  10,3996949;  14,5714286;   1;  0; 3,46656498;  2,0000000;0,333333333;RA de Presidente Prudente; 9;Presidente Prudente; 2;   28847;   5081; 15875;<10;7;-22.2269;-50.893
Regente Feijó;3542404;11;5;2020-05-11;    5;   1;  25,6528654;  14,8571429;   0;  0; 0,00000000;  1,8571429;0,000000000;RA de Presidente Prudente; 9;Presidente Prudente; 2;   19491;   3435; 26328;<10;7;-22.2181;-51.3055
Reginópolis;3542503;11;5;2020-05-11;    1;   0;  13,8600139;   6,5714286;   0;  0; 0,00000000;  1,2857143;0,000000000;RA de Bauru; 3;Bauru;12;    7215;   1037; 41041;<10;7;-21.8914;-49.2268
Registro;3542602;11;5;2020-05-11;   41;   2;  75,6234322;   9,2857143;   4;  0; 7,37789582;  1,0000000;0,097560976;RA de Registro;16;Registro; 9;   54216;   8438;  7222;<50;5;-24.4979;-47.8449
Ribeirão Branco;3543006;11;5;2020-05-11;    5;   0;  28,2725474;   9,4285714;   0;  0; 0,00000000;  1,0000000;0,000000000;RA de Itapeva; 7;Sorocaba; 6;   17685;   2214;  6975;<10;7;-24.2206;-48.7635
Ribeirão Pires;3543303;11;5;2020-05-11;   93;   0;  78,1722816;  21,5714286;  10;  0; 8,40562168;  2,1428571;0,107526882;RM de São Paulo;10;Grande São Paulo;10;  118968;  19424;  9908;<100;3;-23.7067;-46.4058
Ribeirão Preto;3543402;11;5;2020-05-11;  308;   2;  45,0439251;  65,1428571;   9;  0; 1,31621859;  3,4285714;0,029220779;RA de Ribeirão Preto;11;Ribeirão Preto; 1;  683777; 110330; 65092;>150;1;-21.1699;-47.8099
Rincão;3543709;11;5;2020-05-11;    3;   0;  28,5823171;  65,1428571;   1;  0; 9,52743902;  3,4285714;0,333333333;RA Central; 5;Araraquara; 8;   10496;   1642; 31664;<10;7;-21.5894;-48.0728
Rinópolis;3543808;11;5;2020-05-11;    2;   0;  20,5761317;  64,7142857;   0;  0; 0,00000000;  3,4285714;0,000000000;RA de Marília; 8;Marília; 5;    9720;   2130; 35848;<10;7;-21.7284;-50.7239
Rio Claro;3543907;11;5;2020-05-11;   23;   1;  11,4307298;  67,8571429;   9;  0; 4,47289426;  4,7142857;0,391304348;RA de Campinas; 4;Piracicaba;11;  201212;  33922; 49842;<25;6;-22.3984;-47.5546
Rio das Pedras;3544004;11;5;2020-05-11;    2;   0;   5,8112506;  62,2857143;   0;  0; 0,00000000;  4,1428571;0,000000000;RA de Campinas; 4;Piracicaba;11;   34416;   4227; 22666;<10;7;-22.8417;-47.6047
Rio Grande da Serra;3544103;11;5;2020-05-11;   27;   0;  54,1994540;  65,4285714;   2;  0; 4,01477437;  4,4285714;0,074074074;RM de São Paulo;10;Grande São Paulo;10;   49816;   5829;  3634;<50;5;-23.7437;-46.3971
Salesópolis;3545001;11;5;2020-05-11;    5;   0;  29,6947381;  52,8571429;   1;  0; 5,93894762;  3,1428571;0,200000000;RM de São Paulo;10;Grande São Paulo;10;   16838;   2512;   425;<10;7;-23.5288;-45.8465
Saltinho;3545159;11;5;2020-05-11;    1;   0;  12,7226463;   9,0000000;   0;  0; 0,00000000;  1,8571429;0,000000000;RA de Campinas; 4;Piracicaba;11;    7860;   1479;  9974;<10;7;-22.8442;-47.6754
Salto;3545209;11;5;2020-05-11;   13;   0;  11,2678986;  10,4285714;   0;  0; 0,00000000;  1,7142857;0,000000000;RA de Sorocaba;13;Sorocaba; 6;  115372;  16885; 13306;<25;6;-23.1996;-47.2931
Salto de Pirapora;3545308;11;5;2020-05-11;   11;   0;  24,8739344;  11,7142857;   0;  0; 0,00000000;  1,7142857;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   44223;   6579; 28051;<25;6;-23.6474;-47.5743
Salto Grande;3545407;11;5;2020-05-11;    1;   0;  10,9950522;   8,5714286;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Marília; 8;Marília; 5;    9095;   1625; 18844;<10;7;-22.8894;-49.9831
Santa Bárbara d'Oeste;3545803;11;5;2020-05-11;   18;   0;   9,5366765;  10,8571429;   1;  0; 0,52981536;  0,5714286;0,055555556;RA de Campinas; 4;Campinas; 3;  188745;  31384; 27103;<25;6;-22.7553;-47.4143
Santa Branca;3546009;11;5;2020-05-11;    2;   0;  14,1053671;   7,2857143;   1;  0; 7,05268355;  0,4285714;0,500000000;RA de São José dos Campos;15;Taubaté;17;   14179;   2465; 27224;<10;7;-23.3933;-45.8875
Santa Cruz da Conceição;3546207;11;5;2020-05-11;    3;   0;  68,9813750;   7,0000000;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Campinas; 4;Piracicaba;11;    4349;    860; 15013;<10;7;-22.1405;-47.4512
Santa Cruz da Esperança;3546256;11;5;2020-05-11;    2;   0;  96,2927299;   7,1428571;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Ribeirão Preto;11;Ribeirão Preto; 1;    2077;    377; 14806;<10;7;-21.2951;-47.4304
Santa Cruz do Rio Pardo;3546405;11;5;2020-05-11;   31;   3;  67,2305357;   9,7142857;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Marília; 8;Marília; 5;   46110;   8329;111475;<50;5;-22.8988;-49.6354
Santa Fé do Sul;3546603;11;5;2020-05-11;    4;   0;  12,9853266;   8,7142857;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   30804;   6215; 20654;<10;7;-20.2083;-50.932
Santa Gertrudes;3546702;11;5;2020-05-11;    1;   0;   3,8183970;   8,7142857;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Campinas; 4;Piracicaba;11;   26189;   2736;  9829;<10;7;-22.4572;-47.5272
Santa Isabel;3546801;11;5;2020-05-11;   32;   0;  58,0909850;  10,7142857;   5;  0; 9,07671641;  0,8571429;0,156250000;RM de São Paulo;10;Grande São Paulo;10;   55086;   8115; 36333;<50;5;-23.3172;-46.2237
Santa Lúcia;3546900;11;5;2020-05-11;    4;   0;  46,7180565;  11,0000000;   0;  0; 0,00000000;  0,7142857;0,000000000;RA Central; 5;Araraquara; 8;    8562;   1150; 15403;<10;7;-21.685;-48.0885
Santa Maria da Serra;3547007;11;5;2020-05-11;    2;   0;  32,5679857;  10,8571429;   0;  0; 0,00000000;  0,7142857;0,000000000;RA de Campinas; 4;Piracicaba;11;    6141;    793; 25262;<10;7;-22.5661;-48.1593
Santa Rita do Passa Quatro;3547502;11;5;2020-05-11;    2;   0;   7,5800644;  10,8571429;   1;  0; 3,79003222;  0,8571429;0,500000000;RA Central; 5;Ribeirão Preto; 1;   26385;   5912; 75414;<10;7;-21.7083;-47.478
Santana de Parnaíba;3547304;11;5;2020-05-11;  223;   4; 161,4397822;  38,2857143;   7;  0; 5,06761648;  1,8571429;0,031390135;RM de São Paulo;10;Grande São Paulo;10;  138132;  16604; 17995;>150;1;-23.4439;-46.9178
Santo Anastácio;3547700;11;5;2020-05-11;    2;   0;   9,9369007;  38,0000000;   1;  0; 4,96845034;  2,0000000;0,500000000;RA de Presidente Prudente; 9;Presidente Prudente; 2;   20127;   3961; 55288;<10;7;-21.9747;-51.6527
Santo André;3547809;11;5;2020-05-11;  929;   4; 133,8873300; 170,5714286;  49;  0; 7,06187209;  9,0000000;0,052744887;RM de São Paulo;10;Grande São Paulo;10;  693867; 123293; 17578;>150;1;-23.6737;-46.5432
Santo Antônio da Alegria;3547908;11;5;2020-05-11;    1;   0;  15,0670484; 166,1428571;   1;  0;15,06704837;  8,4285714;1,000000000;RA de Ribeirão Preto;11;Ribeirão Preto; 1;    6637;   1255; 31031;<10;7;-21.0864;-47.1464
Santo Antônio de Posse;3548005;11;5;2020-05-11;    9;   0;  39,3890323; 166,8571429;   0;  0; 0,00000000;  8,4285714;0,000000000;RA de Campinas; 4;Campinas; 3;   22849;   3160; 15413;<10;7;-22.6029;-46.9192
Santo Antônio do Aracanguá;3548054;11;5;2020-05-11;    4;   0;  48,4730974; 167,1428571;   0;  0; 0,00000000;  8,4285714;0,000000000;RA de Araçatuba; 1;Araçatuba; 7;    8252;   1293;130843;<10;7;-20.9331;-50.498
Santo Antônio do Jardim;3548104;11;5;2020-05-11;    4;   3;  68,6577412; 167,4285714;   0;  0; 0,00000000;  8,2857143;0,000000000;RA de Campinas; 4;São João da Boa Vista;14;    5826;   1169; 10996;<10;7;-22.1121;-46.6845
Santo Antônio do Pinhal;3548203;11;5;2020-05-11;    4;   0;  60,3500302; 136,1428571;   1;  0;15,08750754;  7,4285714;0,250000000;RA de São José dos Campos;15;Taubaté;17;    6628;   1061; 13301;<10;7;-22.827;-45.663
Santos;3548500;11;5;2020-05-11;  965;   7; 225,0975617; 273,7142857;  66;  0;15,39527365; 16,7142857;0,068393782;RA de Santos;12;Baixada Santista;13;  428703;  95433; 28103;>150;1;-23.9535;-46.335
São Bernardo do Campo;3548708;11;5;2020-05-11; 1099;   4; 135,3304946; 298,0000000;  92;  0;11,32884941; 22,8571429;0,083712466;RM de São Paulo;10;Grande São Paulo;10;  812086; 122274; 40953;>150;1;-23.6914;-46.5646
São Caetano do Sul;3548807;11;5;2020-05-11;  287;   3; 189,7595938; 338,8571429;  19;  0;12,56248182; 25,4285714;0,066202091;RM de São Paulo;10;Grande São Paulo;10;  151244;  34932;  1533;>150;1;-23.6229;-46.5548
São Carlos;3548906;11;5;2020-05-11;   35;  -1;  14,4251377; 342,5714286;   3;  0; 1,23644037; 25,8571429;0,085714286;RA Central; 5;Araraquara; 8;  242632;  40879;113691;<50;5;-22.0174;-47.886
São João da Boa Vista;3549102;11;5;2020-05-11;   26;   0;  29,7687199; 345,7142857;   1;  0; 1,14495077; 26,0000000;0,038461538;RA de Campinas; 4;São João da Boa Vista;14;   87340;  16640;  5164;<50;5;-21.9707;-46.7944
São Joaquim da Barra;3549409;11;5;2020-05-11;    5;   0;   9,9454987; 345,8571429;   0;  0; 0,00000000; 26,0000000;0,000000000;RA de Franca; 6;Franca; 4;   50274;   8130; 41086;<10;7;-20.5812;-47.8593
São José do Rio Pardo;3549706;11;5;2020-05-11;    5;   0;   9,3974364; 346,0000000;   0;  0; 0,00000000; 25,8571429;0,000000000;RA de Campinas; 4;São João da Boa Vista;14;   53206;  10348; 41968;<10;7;-21.5953;-46.8873
São José do Rio Preto;3549805;11;5;2020-05-11;  276;   1;  61,6175958; 247,5714286;  10;  0; 2,23252159; 17,8571429;0,036231884;RA de São José do Rio Preto;14;São José do Rio Preto;15;  447924;  79391; 43194;>150;1;-20.8113;-49.3758
São José dos Campos;3549904;11;5;2020-05-11;  356;   1;  50,0947015; 141,4285714;  16;  0; 2,25144726;  7,0000000;0,044943820;RA de São José dos Campos;15;Taubaté;17;  710654; 103840;109941;>150;1;-23.1896;-45.8841
São Lourenço da Serra;3549953;11;5;2020-05-11;   12;   0;  77,0267668; 102,1428571;   1;  0; 6,41889723;  4,4285714;0,083333333;RM de São Paulo;10;Grande São Paulo;10;   15579;   2134; 18646;<25;6;-23.8491;-46.9432
São Manuel;3550100;11;5;2020-05-11;   16;   0;  40,4305857;  95,8571429;   1;  0; 2,52691161;  4,1428571;0,062500000;RA de Sorocaba;13;Bauru;12;   39574;   6377; 65073;<25;6;-22.7321;-48.5723
São Miguel Arcanjo;3550209;11;5;2020-05-11;   11;   0;  34,3750000;  96,7142857;   0;  0; 0,00000000;  4,1428571;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   32000;   4774; 93034;<25;6;-23.8782;-47.9935
São Paulo;3550308;11;5;2020-05-11;27771; 464; 233,9662636;4063,2857143;2281; 15;19,21706266;330,0000000;0,082136041;RM de São Paulo;10;Grande São Paulo;10;11869660;1853286;152111;>150;1;-23.5329;-46.6395
São Pedro;3550407;11;5;2020-05-11;   39;   0; 114,0084191;4029,4285714;   0;  0; 0,00000000;328,5714286;0,000000000;RA de Campinas; 4;Piracicaba;11;   34208;   6296; 61128;<50;5;-22.5483;-47.9096
São Pedro do Turvo;3550506;11;5;2020-05-11;    3;   0;  40,7110870;3979,0000000;   0;  0; 0,00000000;326,2857143;0,000000000;RA de Marília; 8;Marília; 5;    7369;   1272; 73122;<10;7;-22.7453;-49.7428
São Roque;3550605;11;5;2020-05-11;   26;   0;  29,7363756;3981,0000000;   2;  0; 2,28741351;326,4285714;0,076923077;RA de Sorocaba;13;Sorocaba; 6;   87435;  14389; 30691;<50;5;-23.5226;-47.1357
São Sebastião;3550704;11;5;2020-05-11;  134;   0; 153,7843576;4000,0000000;   2;  0; 2,29528892;326,5714286;0,014925373;RA de São José dos Campos;15;Taubaté;17;   87135;  10052;  4024;<150;2;-23.7951;-45.4143
São Sebastião da Grama;3550803;11;5;2020-05-11;    4;   0;  33,5120643;3998,2857143;   1;  0; 8,37801609;326,5714286;0,250000000;RA de Campinas; 4;São João da Boa Vista;14;   11936;   2138; 25241;<10;7;-21.7041;-46.8208
São Vicente;3551009;11;5;2020-05-11;  283;   4;  79,0659600;4037,1428571;  10;  0; 2,79385018;328,0000000;0,035335689;RA de Santos;12;Baixada Santista;13;  357929;  53994;  1481;>150;1;-23.9574;-46.3883
Sarapuí;3551108;11;5;2020-05-11;    2;   0;  19,7823937;  70,1428571;   0;  0; 0,00000000;  2,1428571;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   10110;   1478; 35259;<10;7;-23.6397;-47.8249
